Rank,ARI_obs,Boot_mean,Boot_std,CI_low,CI_high,P_value,Group0,Group1
18,0.8550242904627973,0.8532763719558716,0.13553351163864136,0.5778108835220337,1.0,0.0001999600079984003,"aware, fusuma, ikezuishi, ma, mu, sabi, shakkei, wabi, wabi_sabi","byōbu, chashitsu, chigaidana, doma, en, engawa, genkan, haiden, hisashi, honden, karesansui, roji, sandō, shimenawa, shōji, tokonoma, tomeishi, torii, tsuboniwa"
19,0.8550242904627973,0.8616269826889038,0.1389050930738449,0.572323739528656,1.0,0.0001999600079984003,"aware, ikezuishi, ma, mu, sabi, shakkei, shōji, wabi, wabi_sabi","byōbu, chashitsu, chigaidana, doma, en, engawa, fusuma, genkan, haiden, hisashi, honden, karesansui, roji, sandō, shimenawa, tokonoma, tomeishi, torii, tsuboniwa"
20,0.8550242904627973,0.8494658470153809,0.14064647257328033,0.5544554591178894,1.0,0.0001999600079984003,"aware, engawa, ikezuishi, ma, mu, sabi, shakkei, wabi, wabi_sabi","byōbu, chashitsu, chigaidana, doma, en, fusuma, genkan, haiden, hisashi, honden, karesansui, roji, sandō, shimenawa, shōji, tokonoma, tomeishi, torii, tsuboniwa"
21,0.8550242904627973,0.8562366962432861,0.13089445233345032,0.5914396643638611,1.0,0.0001999600079984003,"aware, en, ikezuishi, ma, mu, sabi, shakkei, wabi, wabi_sabi","byōbu, chashitsu, chigaidana, doma, engawa, fusuma, genkan, haiden, hisashi, honden, karesansui, roji, sandō, shimenawa, shōji, tokonoma, tomeishi, torii, tsuboniwa"
22,0.852099817407182,0.849854588508606,0.14091403782367706,0.5544554591178894,1.0,0.0001999600079984003,"byōbu, chashitsu, chigaidana, doma, en, engawa, fusuma, genkan, haiden, hisashi, honden, karesansui, ma, roji, sandō, shimenawa, shōji, tokonoma, tomeishi, torii, tsuboniwa","aware, ikezuishi, mu, sabi, shakkei, wabi, wabi_sabi"
23,0.852099817407182,0.8477391600608826,0.1396288275718689,0.5544554591178894,1.0,0.0001999600079984003,"aware, ikezuishi, ma, sabi, shakkei, wabi, wabi_sabi","byōbu, chashitsu, chigaidana, doma, en, engawa, fusuma, genkan, haiden, hisashi, honden, karesansui, mu, roji, sandō, shimenawa, shōji, tokonoma, tomeishi, torii, tsuboniwa"
24,0.852099817407182,0.854867160320282,0.1411546766757965,0.5544554591178894,1.0,0.0001999600079984003,"aware, ikezuishi, ma, mu, sabi, shakkei, wabi_sabi","byōbu, chashitsu, chigaidana, doma, en, engawa, fusuma, genkan, haiden, hisashi, honden, karesansui, roji, sandō, shimenawa, shōji, tokonoma, tomeishi, torii, tsuboniwa, wabi"
25,0.852099817407182,0.8521630764007568,0.14058884978294373,0.5544554591178894,1.0,0.0001999600079984003,"aware, ikezuishi, ma, mu, shakkei, wabi, wabi_sabi","byōbu, chashitsu, chigaidana, doma, en, engawa, fusuma, genkan, haiden, hisashi, honden, karesansui, roji, sabi, sandō, shimenawa, shōji, tokonoma, tomeishi, torii, tsuboniwa"
26,0.852099817407182,0.848101794719696,0.14522448182106018,0.49359458684921265,1.0,0.0001999600079984003,"aware, ikezuishi, ma, mu, sabi, shakkei, wabi","byōbu, chashitsu, chigaidana, doma, en, engawa, fusuma, genkan, haiden, hisashi, honden, karesansui, roji, sandō, shimenawa, shōji, tokonoma, tomeishi, torii, tsuboniwa, wabi_sabi"
27,0.852099817407182,0.8547748923301697,0.1375894993543625,0.5718770325183876,1.0,0.0001999600079984003,"aware, ma, mu, sabi, shakkei, wabi, wabi_sabi","byōbu, chashitsu, chigaidana, doma, en, engawa, fusuma, genkan, haiden, hisashi, honden, ikezuishi, karesansui, roji, sandō, shimenawa, shōji, tokonoma, tomeishi, torii, tsuboniwa"
28,0.852099817407182,0.8519114851951599,0.14310698211193085,0.5149368643760681,1.0,0.0003999200159968006,"aware, ikezuishi, ma, mu, sabi, wabi, wabi_sabi","byōbu, chashitsu, chigaidana, doma, en, engawa, fusuma, genkan, haiden, hisashi, honden, karesansui, roji, sandō, shakkei, shimenawa, shōji, tokonoma, tomeishi, torii, tsuboniwa"
29,0.852099817407182,0.8488942980766296,0.13533851504325867,0.5778108835220337,1.0,0.0001999600079984003,"ikezuishi, ma, mu, sabi, shakkei, wabi, wabi_sabi","aware, byōbu, chashitsu, chigaidana, doma, en, engawa, fusuma, genkan, haiden, hisashi, honden, karesansui, roji, sandō, shimenawa, shōji, tokonoma, tomeishi, torii, tsuboniwa"
30,0.7228426395939086,0.7316802740097046,0.16778802871704102,0.39163658022880554,1.0,0.0001999600079984003,"aware, chashitsu, ikezuishi, karesansui, ma, mu, sabi, shakkei, wabi, wabi_sabi","byōbu, chigaidana, doma, en, engawa, fusuma, genkan, haiden, hisashi, honden, roji, sandō, shimenawa, shōji, tokonoma, tomeishi, torii, tsuboniwa"
