concept_score,orientation,purity_conceptual,purity_physical,ari_posthoc,size_A,size_B,ambiguous_topk,mask_int,partition_type,assignment,GroupA,GroupB
0.5518337885251597,A→physical,0.6132526978128013,0.5388083024129918,0.10443864229765012,27,1,engawa:0.026; tomeishi:0.028; en:0.032; shakkei:0.035; ikezuishi:0.035; karesansui:0.037; shimenawa:0.045; mu:0.073,8,degenerate,ma:0; mu:0; wabi:0; sabi:1; wabi_sabi:0; en:0; engawa:0; shōji:0; fusuma:0; tokonoma:0; chigaidana:0; doma:0; genkan:0; tomeishi:0; ikezuishi:0; shakkei:0; roji:0; torii:0; shimenawa:0; tsuboniwa:0; byōbu:0; hisashi:0; haiden:0; sandō:0; aware:0; honden:0; chashitsu:0; karesansui:0,"aware, byōbu, chashitsu, chigaidana, doma, en, engawa, fusuma, genkan, haiden, hisashi, honden, ikezuishi, karesansui, ma, mu, roji, sandō, shakkei, shimenawa, shōji, tokonoma, tomeishi, torii, tsuboniwa, wabi, wabi_sabi",sabi
0.5516015732047458,A→physical,0.6106518862241633,0.538711976057857,0.10443864229765012,27,1,engawa:0.026; tomeishi:0.028; en:0.032; shakkei:0.035; ikezuishi:0.035; karesansui:0.037; shimenawa:0.045; mu:0.073,16,degenerate,ma:0; mu:0; wabi:0; sabi:0; wabi_sabi:1; en:0; engawa:0; shōji:0; fusuma:0; tokonoma:0; chigaidana:0; doma:0; genkan:0; tomeishi:0; ikezuishi:0; shakkei:0; roji:0; torii:0; shimenawa:0; tsuboniwa:0; byōbu:0; hisashi:0; haiden:0; sandō:0; aware:0; honden:0; chashitsu:0; karesansui:0,"aware, byōbu, chashitsu, chigaidana, doma, en, engawa, fusuma, genkan, haiden, hisashi, honden, ikezuishi, karesansui, ma, mu, roji, sabi, sandō, shakkei, shimenawa, shōji, tokonoma, tomeishi, torii, tsuboniwa, wabi",wabi_sabi
0.55141207206661,A→physical,0.6085294734770433,0.5386333681783341,0.10443864229765012,27,1,engawa:0.026; tomeishi:0.028; en:0.032; shakkei:0.035; ikezuishi:0.035; karesansui:0.037; shimenawa:0.045; mu:0.073,16777216,degenerate,ma:0; mu:0; wabi:0; sabi:0; wabi_sabi:0; en:0; engawa:0; shōji:0; fusuma:0; tokonoma:0; chigaidana:0; doma:0; genkan:0; tomeishi:0; ikezuishi:0; shakkei:0; roji:0; torii:0; shimenawa:0; tsuboniwa:0; byōbu:0; hisashi:0; haiden:0; sandō:0; aware:1; honden:0; chashitsu:0; karesansui:0,"byōbu, chashitsu, chigaidana, doma, en, engawa, fusuma, genkan, haiden, hisashi, honden, ikezuishi, karesansui, ma, mu, roji, sabi, sandō, shakkei, shimenawa, shōji, tokonoma, tomeishi, torii, tsuboniwa, wabi, wabi_sabi",aware
0.5513181081779319,A→physical,0.607477077923848,0.5385943905652528,0.10443864229765012,27,1,engawa:0.026; tomeishi:0.028; en:0.032; shakkei:0.035; ikezuishi:0.035; karesansui:0.037; shimenawa:0.045; mu:0.073,1,degenerate,ma:1; mu:0; wabi:0; sabi:0; wabi_sabi:0; en:0; engawa:0; shōji:0; fusuma:0; tokonoma:0; chigaidana:0; doma:0; genkan:0; tomeishi:0; ikezuishi:0; shakkei:0; roji:0; torii:0; shimenawa:0; tsuboniwa:0; byōbu:0; hisashi:0; haiden:0; sandō:0; aware:0; honden:0; chashitsu:0; karesansui:0,"aware, byōbu, chashitsu, chigaidana, doma, en, engawa, fusuma, genkan, haiden, hisashi, honden, ikezuishi, karesansui, mu, roji, sabi, sandō, shakkei, shimenawa, shōji, tokonoma, tomeishi, torii, tsuboniwa, wabi, wabi_sabi",ma
0.5510621844149145,A→physical,0.6046107317780538,0.53848822959689,0.10443864229765012,27,1,engawa:0.026; tomeishi:0.028; en:0.032; shakkei:0.035; ikezuishi:0.035; karesansui:0.037; shimenawa:0.045; mu:0.073,4,degenerate,ma:0; mu:0; wabi:1; sabi:0; wabi_sabi:0; en:0; engawa:0; shōji:0; fusuma:0; tokonoma:0; chigaidana:0; doma:0; genkan:0; tomeishi:0; ikezuishi:0; shakkei:0; roji:0; torii:0; shimenawa:0; tsuboniwa:0; byōbu:0; hisashi:0; haiden:0; sandō:0; aware:0; honden:0; chashitsu:0; karesansui:0,"aware, byōbu, chashitsu, chigaidana, doma, en, engawa, fusuma, genkan, haiden, hisashi, honden, ikezuishi, karesansui, ma, mu, roji, sabi, sandō, shakkei, shimenawa, shōji, tokonoma, tomeishi, torii, tsuboniwa, wabi_sabi",wabi
0.5482376574505969,A→physical,0.5729760297776966,0.5373165739672472,0.10443864229765012,27,1,engawa:0.026; tomeishi:0.028; en:0.032; shakkei:0.035; ikezuishi:0.035; karesansui:0.037; shimenawa:0.045; mu:0.073,2,degenerate,ma:0; mu:1; wabi:0; sabi:0; wabi_sabi:0; en:0; engawa:0; shōji:0; fusuma:0; tokonoma:0; chigaidana:0; doma:0; genkan:0; tomeishi:0; ikezuishi:0; shakkei:0; roji:0; torii:0; shimenawa:0; tsuboniwa:0; byōbu:0; hisashi:0; haiden:0; sandō:0; aware:0; honden:0; chashitsu:0; karesansui:0,"aware, byōbu, chashitsu, chigaidana, doma, en, engawa, fusuma, genkan, haiden, hisashi, honden, ikezuishi, karesansui, ma, roji, sabi, sandō, shakkei, shimenawa, shōji, tokonoma, tomeishi, torii, tsuboniwa, wabi, wabi_sabi",mu
0.5448718875042948,A→physical,0.5352794063791134,0.5359204027302626,0.10443864229765012,27,1,engawa:0.026; tomeishi:0.028; en:0.032; shakkei:0.035; ikezuishi:0.035; karesansui:0.037; shimenawa:0.045; mu:0.073,16384,degenerate,ma:0; mu:0; wabi:0; sabi:0; wabi_sabi:0; en:0; engawa:0; shōji:0; fusuma:0; tokonoma:0; chigaidana:0; doma:0; genkan:0; tomeishi:0; ikezuishi:1; shakkei:0; roji:0; torii:0; shimenawa:0; tsuboniwa:0; byōbu:0; hisashi:0; haiden:0; sandō:0; aware:0; honden:0; chashitsu:0; karesansui:0,"aware, byōbu, chashitsu, chigaidana, doma, en, engawa, fusuma, genkan, haiden, hisashi, honden, karesansui, ma, mu, roji, sabi, sandō, shakkei, shimenawa, shōji, tokonoma, tomeishi, torii, tsuboniwa, wabi, wabi_sabi",ikezuishi
0.5448124890894609,A→physical,0.5346141441329735,0.535895763387813,0.10443864229765012,27,1,engawa:0.026; tomeishi:0.028; en:0.032; shakkei:0.035; ikezuishi:0.035; karesansui:0.037; shimenawa:0.045; mu:0.073,32768,degenerate,ma:0; mu:0; wabi:0; sabi:0; wabi_sabi:0; en:0; engawa:0; shōji:0; fusuma:0; tokonoma:0; chigaidana:0; doma:0; genkan:0; tomeishi:0; ikezuishi:0; shakkei:1; roji:0; torii:0; shimenawa:0; tsuboniwa:0; byōbu:0; hisashi:0; haiden:0; sandō:0; aware:0; honden:0; chashitsu:0; karesansui:0,"aware, byōbu, chashitsu, chigaidana, doma, en, engawa, fusuma, genkan, haiden, hisashi, honden, ikezuishi, karesansui, ma, mu, roji, sabi, sandō, shimenawa, shōji, tokonoma, tomeishi, torii, tsuboniwa, wabi, wabi_sabi",shakkei
0.5394260103956996,A→physical,0.47428558276284644,0.5336613722259564,-0.04177545691906005,27,1,engawa:0.026; tomeishi:0.028; en:0.032; shakkei:0.035; ikezuishi:0.035; karesansui:0.037; shimenawa:0.045; mu:0.073,64,degenerate,ma:0; mu:0; wabi:0; sabi:0; wabi_sabi:0; en:0; engawa:1; shōji:0; fusuma:0; tokonoma:0; chigaidana:0; doma:0; genkan:0; tomeishi:0; ikezuishi:0; shakkei:0; roji:0; torii:0; shimenawa:0; tsuboniwa:0; byōbu:0; hisashi:0; haiden:0; sandō:0; aware:0; honden:0; chashitsu:0; karesansui:0,"aware, byōbu, chashitsu, chigaidana, doma, en, fusuma, genkan, haiden, hisashi, honden, ikezuishi, karesansui, ma, mu, roji, sabi, sandō, shakkei, shimenawa, shōji, tokonoma, tomeishi, torii, tsuboniwa, wabi, wabi_sabi",engawa
0.5392182129384299,A→physical,0.47195825124142476,0.5335751747622001,-0.04177545691906005,27,1,engawa:0.026; tomeishi:0.028; en:0.032; shakkei:0.035; ikezuishi:0.035; karesansui:0.037; shimenawa:0.045; mu:0.073,8192,degenerate,ma:0; mu:0; wabi:0; sabi:0; wabi_sabi:0; en:0; engawa:0; shōji:0; fusuma:0; tokonoma:0; chigaidana:0; doma:0; genkan:0; tomeishi:1; ikezuishi:0; shakkei:0; roji:0; torii:0; shimenawa:0; tsuboniwa:0; byōbu:0; hisashi:0; haiden:0; sandō:0; aware:0; honden:0; chashitsu:0; karesansui:0,"aware, byōbu, chashitsu, chigaidana, doma, en, engawa, fusuma, genkan, haiden, hisashi, honden, ikezuishi, karesansui, ma, mu, roji, sabi, sandō, shakkei, shimenawa, shōji, tokonoma, torii, tsuboniwa, wabi, wabi_sabi",tomeishi
