Rank,ARI_obs,Boot_mean,Boot_std,CI_low,CI_high,P_value,Group0,Group1
18,0.8550242904627973,0.8607493042945862,0.13337761163711548,0.591098944842816,1.0,0.0001999600079984003,"byōbu, chashitsu, chigaidana, doma, en, engawa, fusuma, genkan, haiden, hisashi, honden, karesansui, roji, shimenawa, shōji, tokonoma, tomeishi, torii, tsuboniwa","aware, ikezuishi, ma, mu, sabi, sandō, shakkei, wabi, wabi_sabi"
19,0.8550242904627973,0.8550345301628113,0.1342935711145401,0.5776737049221995,1.0,0.0001999600079984003,"byōbu, chashitsu, chigaidana, doma, en, engawa, fusuma, genkan, haiden, hisashi, karesansui, roji, sandō, shimenawa, shōji, tokonoma, tomeishi, torii, tsuboniwa","aware, honden, ikezuishi, ma, mu, sabi, shakkei, wabi, wabi_sabi"
20,0.8550242904627973,0.8549020886421204,0.13558591902256012,0.5544554591178894,1.0,0.0001999600079984003,"byōbu, chigaidana, doma, en, engawa, fusuma, genkan, haiden, hisashi, honden, karesansui, roji, sandō, shimenawa, shōji, tokonoma, tomeishi, torii, tsuboniwa","aware, chashitsu, ikezuishi, ma, mu, sabi, shakkei, wabi, wabi_sabi"
21,0.8550242904627973,0.8565148711204529,0.13361088931560516,0.5778108835220337,1.0,0.0001999600079984003,"byōbu, chashitsu, chigaidana, doma, en, engawa, fusuma, genkan, haiden, hisashi, honden, roji, sandō, shimenawa, shōji, tokonoma, tomeishi, torii, tsuboniwa","aware, ikezuishi, karesansui, ma, mu, sabi, shakkei, wabi, wabi_sabi"
22,0.852099817407182,0.8503571152687073,0.13775549829006195,0.572323739528656,1.0,0.0001999600079984003,"aware, byōbu, chashitsu, chigaidana, doma, en, engawa, fusuma, genkan, haiden, hisashi, honden, karesansui, roji, sandō, shimenawa, shōji, tokonoma, tomeishi, torii, tsuboniwa","ikezuishi, ma, mu, sabi, shakkei, wabi, wabi_sabi"
23,0.852099817407182,0.8507360816001892,0.13786278665065765,0.5544554591178894,1.0,0.0001999600079984003,"byōbu, chashitsu, chigaidana, doma, en, engawa, fusuma, genkan, haiden, hisashi, honden, karesansui, roji, sandō, shakkei, shimenawa, shōji, tokonoma, tomeishi, torii, tsuboniwa","aware, ikezuishi, ma, mu, sabi, wabi, wabi_sabi"
24,0.852099817407182,0.8480569124221802,0.14008907973766327,0.5544554591178894,1.0,0.0001999600079984003,"byōbu, chashitsu, chigaidana, doma, en, engawa, fusuma, genkan, haiden, hisashi, honden, ikezuishi, karesansui, roji, sandō, shimenawa, shōji, tokonoma, tomeishi, torii, tsuboniwa","aware, ma, mu, sabi, shakkei, wabi, wabi_sabi"
25,0.852099817407182,0.8488717079162598,0.14234532415866852,0.5149368643760681,1.0,0.0001999600079984003,"byōbu, chashitsu, chigaidana, doma, en, engawa, fusuma, genkan, haiden, hisashi, honden, karesansui, roji, sandō, shimenawa, shōji, tokonoma, tomeishi, torii, tsuboniwa, wabi_sabi","aware, ikezuishi, ma, mu, sabi, shakkei, wabi"
26,0.852099817407182,0.8562687039375305,0.13683266937732697,0.572323739528656,1.0,0.0001999600079984003,"byōbu, chashitsu, chigaidana, doma, en, engawa, fusuma, genkan, haiden, hisashi, honden, karesansui, roji, sabi, sandō, shimenawa, shōji, tokonoma, tomeishi, torii, tsuboniwa","aware, ikezuishi, ma, mu, shakkei, wabi, wabi_sabi"
27,0.852099817407182,0.8532826900482178,0.14268191158771515,0.5544554591178894,1.0,0.0001999600079984003,"byōbu, chashitsu, chigaidana, doma, en, engawa, fusuma, genkan, haiden, hisashi, honden, karesansui, roji, sandō, shimenawa, shōji, tokonoma, tomeishi, torii, tsuboniwa, wabi","aware, ikezuishi, ma, mu, sabi, shakkei, wabi_sabi"
28,0.852099817407182,0.8563212752342224,0.13759146630764008,0.5718770325183876,1.0,0.0001999600079984003,"byōbu, chashitsu, chigaidana, doma, en, engawa, fusuma, genkan, haiden, hisashi, honden, karesansui, mu, roji, sandō, shimenawa, shōji, tokonoma, tomeishi, torii, tsuboniwa","aware, ikezuishi, ma, sabi, shakkei, wabi, wabi_sabi"
29,0.852099817407182,0.8509772419929504,0.1400679349899292,0.5544554591178894,1.0,0.0001999600079984003,"aware, ikezuishi, mu, sabi, shakkei, wabi, wabi_sabi","byōbu, chashitsu, chigaidana, doma, en, engawa, fusuma, genkan, haiden, hisashi, honden, karesansui, ma, roji, sandō, shimenawa, shōji, tokonoma, tomeishi, torii, tsuboniwa"
30,0.7228426395939086,0.7253059148788452,0.16875524818897247,0.38958632946014404,1.0,0.0001999600079984003,"byōbu, chashitsu, chigaidana, doma, fusuma, genkan, haiden, hisashi, honden, karesansui, roji, sandō, shimenawa, shōji, tokonoma, tomeishi, torii, tsuboniwa","aware, en, engawa, ikezuishi, ma, mu, sabi, shakkei, wabi, wabi_sabi"
